dataset,estimators,max_depth,accuracy,f1,backend,nodes,threads,train_time,predict_time
susy20000,64,0,0.784,0.780515,ff,1,8,6645.48,7.30838
susy20000,64,0,0.784,0.780515,ff,1,8,6738.31,7.19473
susy20000,64,0,0.784,0.780515,ff,1,8,6716.07,7.45019
susy20000,64,0,0.784,0.780515,ff,1,8,6705.31,7.19974
susy20000,64,0,0.784,0.780515,ff,1,16,4460.79,8.35734
susy20000,64,0,0.784,0.780515,ff,1,16,4434.51,7.74579
susy20000,64,0,0.784,0.780515,ff,1,16,4423.33,7.33742
susy20000,64,0,0.784,0.780515,ff,1,16,4437.0,7.76783
susy20000,64,0,0.784,0.780515,ff,1,16,4465.54,8.34701
susy20000,64,0,0.784,0.780515,ff,1,32,1714.46,14.5072
susy20000,64,0,0.784,0.780515,ff,1,32,1716.57,13.5893
susy20000,64,0,0.784,0.780515,ff,1,32,1718.3,14.3379
susy20000,64,0,0.784,0.780515,ff,1,32,1714.53,14.4176
susy20000,64,0,0.784,0.780515,ff,1,32,1718.76,13.5169
susy20000,128,0,0.787,0.783508,ff,1,2,29813.3,31.9556
susy20000,128,0,0.787,0.783508,ff,1,2,29438.4,33.176
susy20000,128,0,0.787,0.783508,ff,1,2,29564.2,31.3785
susy20000,128,0,0.787,0.783508,ff,1,2,29550.5,31.7124
susy20000,128,0,0.787,0.783508,ff,1,2,30342.8,31.4585
susy20000,128,0,0.787,0.783508,ff,1,4,18088.3,19.3682
susy20000,128,0,0.787,0.783508,ff,1,4,17916.3,18.8523
susy20000,128,0,0.787,0.783508,ff,1,4,17950.2,18.6922
susy20000,128,0,0.787,0.783508,ff,1,4,18140.4,18.7903
susy20000,128,0,0.787,0.783508,ff,1,4,17696.8,18.2114
susy20000,128,0,0.787,0.783508,ff,1,8,14307.3,12.7663
susy20000,128,0,0.787,0.783508,ff,1,8,14426.1,12.8
susy20000,128,0,0.787,0.783508,ff,1,8,14425.6,12.8796
susy20000,128,0,0.787,0.783508,ff,1,8,14465.0,12.1641
susy20000,128,0,0.787,0.783508,ff,1,8,14391.9,12.8917
susy20000,128,0,0.787,0.783508,ff,1,16,11422.6,11.1234
susy20000,128,0,0.787,0.783508,ff,1,16,11261.4,9.42978
susy20000,128,0,0.787,0.783508,ff,1,16,11293.8,11.0988
susy20000,128,0,0.787,0.783508,ff,1,16,11463.1,10.5934
susy20000,128,0,0.787,0.783508,ff,1,16,11303.8,10.6172
susy20000,128,0,0.787,0.783508,ff,1,32,5402.72,14.2898
susy20000,128,0,0.787,0.783508,ff,1,32,5397.92,13.38
susy20000,128,0,0.787,0.783508,ff,1,32,5470.84,14.3015
susy20000,128,0,0.787,0.783508,ff,1,32,5369.82,12.5518
susy20000,128,0,0.787,0.783508,ff,1,32,5452.27,14.4798
susy20000,256,0,0.7845,0.780939,ff,1,2,58785.2,60.736
susy20000,256,0,0.7845,0.780939,ff,1,2,59538.6,60.1719
susy20000,256,0,0.7845,0.780939,ff,1,2,59773.5,62.0257
susy20000,256,0,0.7845,0.780939,ff,1,2,59002.5,61.5405
susy20000,256,0,0.7845,0.780939,ff,1,2,58741.4,60.5835
susy20000,256,0,0.7845,0.780939,ff,1,4,36463.8,32.0762
susy20000,256,0,0.7845,0.780939,ff,1,4,36185.4,34.4093
susy20000,256,0,0.7845,0.780939,ff,1,4,36454.3,35.371
susy20000,256,0,0.7845,0.780939,ff,1,4,36611.6,36.6584
susy20000,256,0,0.7845,0.780939,ff,1,4,36514.2,32.4449
susy20000,256,0,0.7845,0.780939,ff,1,8,29777.9,21.6062
susy20000,256,0,0.7845,0.780939,ff,1,8,29747.0,22.6394
susy20000,256,0,0.7845,0.780939,ff,1,8,29942.9,21.9319
susy20000,256,0,0.7845,0.780939,ff,1,8,30307.5,21.1254
susy20000,256,0,0.7845,0.780939,ff,1,8,29695.9,22.0714
susy20000,256,0,0.7845,0.780939,ff,1,16,24898.5,15.2895
susy20000,256,0,0.7845,0.780939,ff,1,16,24723.9,14.262
susy20000,256,0,0.7845,0.780939,ff,1,16,24751.5,14.409
susy20000,256,0,0.7845,0.780939,ff,1,16,24800.9,16.0593
susy20000,256,0,0.7845,0.780939,ff,1,16,24753.1,14.3859
susy20000,256,0,0.7845,0.780939,ff,1,32,12608.0,15.6947
susy20000,256,0,0.7845,0.780939,ff,1,32,12597.8,15.7534
susy20000,256,0,0.7845,0.780939,ff,1,32,12621.2,18.3038
susy20000,256,0,0.7845,0.780939,ff,1,32,12826.1,16.274
susy20000,256,0,0.7845,0.780939,ff,1,32,12512.1,15.7745
magic,8,0,0.866456,0.846951,ff,1,2,915.186,3.88416
magic,8,0,0.866456,0.846951,ff,1,2,919.361,3.68971
magic,8,0,0.866456,0.846951,ff,1,2,934.875,3.80083
magic,8,0,0.866456,0.846951,ff,1,2,927.587,3.86301
magic,8,0,0.866456,0.846951,ff,1,2,932.122,4.17601
magic,8,0,0.866456,0.846951,ff,1,4,468.868,2.81479
magic,8,0,0.866456,0.846951,ff,1,4,471.441,2.75175
magic,8,0,0.866456,0.846951,ff,1,4,471.23,2.86487
magic,8,0,0.866456,0.846951,ff,1,4,471.287,2.89371
magic,8,0,0.866456,0.846951,ff,1,4,471.198,2.76229
magic,8,0,0.866456,0.846951,ff,1,8,240.929,3.85411
magic,8,0,0.866456,0.846951,ff,1,8,239.065,3.53485
magic,8,0,0.866456,0.846951,ff,1,8,239.326,3.26255
magic,8,0,0.866456,0.846951,ff,1,8,239.5,3.34156
magic,8,0,0.866456,0.846951,ff,1,8,239.341,3.3836
magic,8,0,0.866456,0.846951,ff,1,16,239.721,4.84604
magic,8,0,0.866456,0.846951,ff,1,16,239.928,5.0187
magic,8,0,0.866456,0.846951,ff,1,16,239.295,5.15601
magic,8,0,0.866456,0.846951,ff,1,16,239.694,5.30456
magic,8,0,0.866456,0.846951,ff,1,16,240.116,5.04016
magic,8,0,0.866456,0.846951,ff,1,32,240.084,8.7159
magic,8,0,0.866456,0.846951,ff,1,32,240.005,9.1851
magic,8,0,0.866456,0.846951,ff,1,32,240.644,9.28555
magic,8,0,0.866456,0.846951,ff,1,32,239.583,8.9097
magic,8,0,0.866456,0.846951,ff,1,32,239.9,8.50362
magic,16,0,0.8704,0.852071,ff,1,2,1878.81,5.94607
magic,16,0,0.8704,0.852071,ff,1,2,1873.25,6.0532
magic,16,0,0.8704,0.852071,ff,1,2,1856.66,5.93485
magic,16,0,0.8704,0.852071,ff,1,2,1855.11,5.9412
magic,16,0,0.8704,0.852071,ff,1,2,1882.83,6.03994
magic,16,0,0.8704,0.852071,ff,1,4,1026.53,4.30336
magic,16,0,0.8704,0.852071,ff,1,4,1029.38,4.34464
magic,16,0,0.8704,0.852071,ff,1,4,1016.18,4.38304
magic,16,0,0.8704,0.852071,ff,1,4,1019.94,4.39555
magic,16,0,0.8704,0.852071,ff,1,4,1018.77,4.44143
magic,16,0,0.8704,0.852071,ff,1,8,497.589,4.20708
magic,16,0,0.8704,0.852071,ff,1,8,495.731,3.64619
magic,16,0,0.8704,0.852071,ff,1,8,497.517,4.24165
magic,16,0,0.8704,0.852071,ff,1,8,497.892,3.77185
magic,16,0,0.8704,0.852071,ff,1,8,495.401,3.73122
magic,16,0,0.8704,0.852071,ff,1,16,238.957,5.74121
magic,16,0,0.8704,0.852071,ff,1,16,238.629,5.2201
magic,16,0,0.8704,0.852071,ff,1,16,238.496,5.10802
magic,16,0,0.8704,0.852071,ff,1,16,238.688,5.83736
magic,16,0,0.8704,0.852071,ff,1,16,239.112,5.83323
magic,16,0,0.8704,0.852071,ff,1,32,239.408,10.4723
magic,16,0,0.8704,0.852071,ff,1,32,240.269,9.56161
magic,16,0,0.8704,0.852071,ff,1,32,239.094,10.7843
magic,16,0,0.8704,0.852071,ff,1,32,239.413,10.4351
magic,16,0,0.8704,0.852071,ff,1,32,239.424,10.4735
magic,32,0,0.87592,0.858581,ff,1,2,3612.44,8.93827
magic,32,0,0.87592,0.858581,ff,1,2,3604.14,9.31529
magic,32,0,0.87592,0.858581,ff,1,2,3583.93,9.20538
magic,32,0,0.87592,0.858581,ff,1,2,3597.83,9.17551
magic,32,0,0.87592,0.858581,ff,1,2,3604.84,9.16543
magic,32,0,0.87592,0.858581,ff,1,4,2024.07,5.92121
magic,32,0,0.87592,0.858581,ff,1,4,2046.9,5.78159
magic,32,0,0.87592,0.858581,ff,1,4,2043.39,5.9904
magic,32,0,0.87592,0.858581,ff,1,4,2045.97,5.91573
magic,32,0,0.87592,0.858581,ff,1,4,2057.53,5.80799
magic,32,0,0.87592,0.858581,ff,1,8,1259.35,5.32146
magic,32,0,0.87592,0.858581,ff,1,8,1263.99,5.05946
magic,32,0,0.87592,0.858581,ff,1,8,1269.98,5.24191
magic,32,0,0.87592,0.858581,ff,1,8,1264.62,4.97582
magic,32,0,0.87592,0.858581,ff,1,8,1269.78,4.98726
magic,32,0,0.87592,0.858581,ff,1,16,553.813,7.35545
magic,32,0,0.87592,0.858581,ff,1,16,551.891,6.91548
magic,32,0,0.87592,0.858581,ff,1,16,554.708,5.66091
magic,32,0,0.87592,0.858581,ff,1,16,550.949,6.34421
magic,32,0,0.87592,0.858581,ff,1,16,553.141,5.95423
magic,32,0,0.87592,0.858581,ff,1,32,342.28,12.3619
magic,32,0,0.87592,0.858581,ff,1,32,342.739,11.7883
magic,32,0,0.87592,0.858581,ff,1,32,342.361,11.3982
magic,32,0,0.87592,0.858581,ff,1,32,342.235,11.2682
magic,32,0,0.87592,0.858581,ff,1,32,342.847,11.8899
magic,64,0,0.879075,0.862176,ff,1,2,7453.25,15.5336
magic,64,0,0.879075,0.862176,ff,1,2,7689.44,15.5906
magic,64,0,0.879075,0.862176,ff,1,2,7496.04,15.5635
magic,64,0,0.879075,0.862176,ff,1,2,7456.92,15.5633
magic,64,0,0.879075,0.862176,ff,1,2,7755.71,15.5623
magic,64,0,0.879075,0.862176,ff,1,4,4351.28,9.06787
magic,64,0,0.879075,0.862176,ff,1,4,4340.54,9.50392
magic,64,0,0.879075,0.862176,ff,1,4,4288.97,9.57301
magic,64,0,0.879075,0.862176,ff,1,4,4341.81,8.63822
magic,64,0,0.879075,0.862176,ff,1,4,4371.63,9.45761
magic,64,0,0.879075,0.862176,ff,1,8,2966.24,6.47163
magic,64,0,0.879075,0.862176,ff,1,8,2957.83,6.38792
magic,64,0,0.879075,0.862176,ff,1,8,2985.54,6.24887
magic,64,0,0.879075,0.862176,ff,1,8,2960.87,6.41844
magic,64,0,0.879075,0.862176,ff,1,8,2948.05,6.41232
magic,64,0,0.879075,0.862176,ff,1,16,1951.38,6.70421
magic,64,0,0.879075,0.862176,ff,1,16,1947.26,8.33419
magic,64,0,0.879075,0.862176,ff,1,16,1962.01,8.24123
magic,64,0,0.879075,0.862176,ff,1,16,1930.99,6.71183
magic,64,0,0.879075,0.862176,ff,1,16,1947.2,6.71274
magic,64,0,0.879075,0.862176,ff,1,32,811.444,13.0776
magic,64,0,0.879075,0.862176,ff,1,32,812.757,12.622
magic,64,0,0.879075,0.862176,ff,1,32,809.822,11.5175
magic,64,0,0.879075,0.862176,ff,1,32,817.647,11.1017
magic,64,0,0.879075,0.862176,ff,1,32,813.609,11.72
magic,128,0,0.873817,0.856364,ff,1,2,14805.2,27.8258
magic,128,0,0.873817,0.856364,ff,1,2,14489.4,28.5474
magic,128,0,0.873817,0.856364,ff,1,2,14488.0,27.7185
magic,128,0,0.873817,0.856364,ff,1,2,14402.0,28.4497
magic,128,0,0.873817,0.856364,ff,1,2,14413.6,27.992
magic,128,0,0.873817,0.856364,ff,1,4,8194.04,16.0046
magic,128,0,0.873817,0.856364,ff,1,4,8192.29,16.3881
magic,128,0,0.873817,0.856364,ff,1,4,8277.63,15.4722
magic,128,0,0.873817,0.856364,ff,1,4,8244.26,15.4774
magic,128,0,0.873817,0.856364,ff,1,4,8201.68,16.9174
magic,128,0,0.873817,0.856364,ff,1,8,5879.66,10.2418
magic,128,0,0.873817,0.856364,ff,1,8,5850.72,10.9115
magic,128,0,0.873817,0.856364,ff,1,8,5952.43,9.97904
magic,128,0,0.873817,0.856364,ff,1,8,5877.23,10.1205
magic,128,0,0.873817,0.856364,ff,1,8,5872.13,10.2349
magic,128,0,0.873817,0.856364,ff,1,16,4680.67,9.71882
magic,128,0,0.873817,0.856364,ff,1,16,4732.99,8.78445
magic,128,0,0.873817,0.856364,ff,1,16,4711.96,8.9951
magic,128,0,0.873817,0.856364,ff,1,16,4741.96,9.24723
magic,128,0,0.873817,0.856364,ff,1,16,4766.52,9.51157
magic,128,0,0.873817,0.856364,ff,1,32,2367.76,12.4965
magic,128,0,0.873817,0.856364,ff,1,32,2360.19,13.3494
magic,128,0,0.873817,0.856364,ff,1,32,2355.44,12.3438
magic,128,0,0.873817,0.856364,ff,1,32,2381.43,14.2494
magic,128,0,0.873817,0.856364,ff,1,32,2356.95,13.0496
magic,256,0,0.878812,0.862193,ff,1,2,30103.2,54.7303
magic,256,0,0.878812,0.862193,ff,1,2,29733.4,53.5275
magic,256,0,0.878812,0.862193,ff,1,2,30259.6,53.1458
magic,256,0,0.878812,0.862193,ff,1,2,30720.2,54.1124
magic,256,0,0.878812,0.862193,ff,1,2,30045.9,54.9035
magic,256,0,0.878812,0.862193,ff,1,4,16194.9,30.3332
magic,256,0,0.878812,0.862193,ff,1,4,16429.6,29.1748
magic,256,0,0.878812,0.862193,ff,1,4,16492.6,28.5567
magic,256,0,0.878812,0.862193,ff,1,4,16365.8,30.9676
magic,256,0,0.878812,0.862193,ff,1,4,16214.2,28.4313
magic,256,0,0.878812,0.862193,ff,1,8,12295.3,18.1657
magic,256,0,0.878812,0.862193,ff,1,8,12393.4,17.642
magic,256,0,0.878812,0.862193,ff,1,8,12157.1,17.976
magic,256,0,0.878812,0.862193,ff,1,8,12213.8,18.3504
magic,256,0,0.878812,0.862193,ff,1,8,12103.3,17.4748
magic,256,0,0.878812,0.862193,ff,1,16,10111.7,13.3139
magic,256,0,0.878812,0.862193,ff,1,16,10114.7,12.346
magic,256,0,0.878812,0.862193,ff,1,16,10179.7,13.7559
magic,256,0,0.878812,0.862193,ff,1,16,10204.9,14.2149
magic,256,0,0.878812,0.862193,ff,1,16,10052.2,12.7071
magic,256,0,0.878812,0.862193,ff,1,32,5444.98,16.6837
magic,256,0,0.878812,0.862193,ff,1,32,5484.71,15.8829
magic,256,0,0.878812,0.862193,ff,1,32,5451.19,17.9418
magic,256,0,0.878812,0.862193,ff,1,32,5542.16,15.7227
magic,256,0,0.878812,0.862193,ff,1,32,5494.24,16.1717
